,row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,poverty_rate,prediction_label
2620,5149,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Manufacturing-dependent,0.299,0.076,0.276,0.087,0.41,0.181,0.16,0.145,0.336,0.496,0,0.014,0.25925925,0.4984985,0.14614615,0.0960961,8,7,0.293,0.27,0.116,0.105,,0.321,13,8.9,16.86,8289,2719,a,34,30.72099982
2621,5150,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.414,0.09,0.233,0.089,0.486,0.227,0.228,0.013,0.011,0.952,0.003,0,0.23000987,0.43237907,0.24580455,0.091806516,9,15,0.347,0.233,0.119,0.076,,0.353,11,,49.02,1120,1640,b,21,21
2622,5154,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.554,0.034,0.201,0.106,0.481,0.232,0.235,0.028,0,0.954,0.011,0.003,0.09792285,0.3818002,0.34817013,0.17210683,12,12,0.336,0.187,0.105,0.067,0.207,0.273,10,,25.6,5869,2919,b,10.5,12.109
2623,5157,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Mining-dependent,0.337,0.1,0.23,0.05,0.506,0.205,0.168,0.011,0.026,0.959,0.006,0.002,0.22947577,0.41147378,0.2710188,0.08803165,12,15,0.411,0.363,0.153,0.117,0.099,0.443,13,8.6,33,9150,1399,b,20.4,20.39999962
2624,5158,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.52,0.047,0.126,0.045,0.503,0.251,0.115,0.077,0.087,0.77,0,0.03,0.07278165,0.24825524,0.28315055,0.39581257,11,7,0.268,0.157,0.094,0.091,0.163,0.235,13,2.46,10.6,1599,1550,b,7,7.302999969
2625,5159,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.386,0.096,0.264,0.089,0.503,0.218,0.171,0.01,0.018,0.962,0.004,0.009,0.26639757,0.38748738,0.23915237,0.106962666,10,11,0.359,0.367,0.151,0.113,0.126,0.307,13,,22.07,6449,6310,b,27.3,27.29999924
2626,5160,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.462,0.065,0.16,0.07,0.505,0.201,0.198,0.032,0.021,0.944,0,0,0.13974231,0.50346875,0.2160555,0.1407334,10,11,0.349,0.237,0.107,0.081,0.172,0.304,12,1.43,17.48,2880,2700,b,16,15.93400002
2627,5164,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.451,0.054,0.229,0.049,0.51,0.232,0.176,0.046,0.013,0.926,0.001,0.001,0.1783567,0.34268537,0.32765532,0.1513026,12,12,0.347,0.226,0.138,0.084,0.103,0.306,13,1.8,26.04,2300,1780,a,19.4,19.39999962
2628,5166,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.526,0.061,0.159,0.069,0.525,0.176,0.226,0.053,0.137,0.779,0,0.013,0.13532339,0.32238805,0.23681591,0.30547264,8,13,0.26,0.18,0.103,0.09,0.147,0.263,12,,18.67,3120,1010,b,14.3,14.30000019
2629,5167,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.395,0.058,0.297,0.16,0.468,0.233,0.177,0.141,0.154,0.686,0.019,0.006,0.18681319,0.34365633,0.35164836,0.11788212,10,12,0.311,0.212,0.112,0.085,,0.269,9,,35.35,5269,3279,b,16.9,19.97200006
2630,5168,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.431,0.044,0.297,0.145,0.511,0.229,0.193,0.09,0.009,0.874,0.009,0.005,0.12148594,0.39156628,0.3433735,0.1435743,10,13,0.297,,0.096,0.094,,0.257,9,,25.61,6789,4499,b,16.6,16.60000038
2631,5169,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.449,0.059,0.209,0.072,0.489,0.201,0.143,0.029,0.063,0.862,0.008,0.02,0.122122124,0.34534535,0.3063063,0.22622623,12,11,0.309,0.227,0.1,0.083,0.171,0.272,14,4.1,12.96,1829,1189,a,20.8,20.79999924
2632,5171,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.568,0.031,0.107,0.07,0.497,0.223,0.192,0.049,0,0.908,0.031,0.009,0.097487435,0.35678393,0.3839196,0.16180904,12,11,0.281,0.299,0.1,0.06,0.238,0.2,13,,21.9,2529,1260,a,12.1,12.10000038
2633,5173,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.364,0.067,0.375,0.138,0.461,0.274,0.149,0.437,0.068,0.477,0.013,0.007,0.305835,0.4114688,0.17706238,0.1056338,15,8,0.374,0.21,0.145,0.08,,0.298,11,5.5,30.06,3430,4580,a,26.1,26.10000038
2634,5181,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Recreation,0.433,0.072,0.276,0.109,0.511,0.187,0.223,0.039,0.002,0.935,0.004,0,0.17114428,0.3273632,0.3034826,0.19800995,9,12,0.284,0.214,0.114,0.08,0.061,0.31,13,,15.79,3549,1359,b,20.7,20.70000076
2635,5182,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.366,0.099,0.186,0.031,0.494,0.225,0.177,0.02,0.342,0.61,0.009,0,0.22044088,0.35871744,0.34168336,0.07915831,16,16,0.325,,0.113,0.116,,0.301,13,,28.16,4139,4010,b,35.3,25.33399999
2636,5183,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.542,0.052,0.166,0.07,0.5,0.243,0.137,0.069,0.04,0.859,0.003,0.016,0.12512316,0.30246305,0.2768473,0.2955665,12,8,0.292,0.206,0.091,0.069,0.15,0.263,13,2.49,15.11,7390,2650,b,7.2,10.26699992
2637,5184,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.54,0.045,0.14,0.049,0.506,0.194,0.166,0.001,0.008,0.953,0.002,0.01,0.06845238,0.31448412,0.30555555,0.31150794,9,10,0.273,0.187,0.094,0.05,0.199,0.202,10,1,9.33,2589,1270,a,8.2,8.199999809
2638,5185,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.455,0.044,0.198,0.101,0.476,0.179,0.277,0.01,0.002,0.954,0.013,0,0.064257026,0.3925703,0.38855422,0.15461847,12,15,0.346,0.105,0.133,,,0.3,11,,,3069,,b,13.9,13.89999962
2639,5189,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.389,0.094,0.271,0.116,0.507,0.21,0.196,0.064,0.26,0.662,0.005,0.004,0.16076845,0.39332658,0.27704751,0.16885743,11,11,0.32,0.158,0.148,0.1,,0.255,13,,22.15,5340,4259,b,19.5,19.82200029
2640,5190,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.415,0.068,0.272,0.087,0.508,0.22,0.21,0.042,0.187,0.76,0.013,0.016,0.19148937,0.38196555,0.29179332,0.13475177,10,11,0.305,,0.115,0.089,,0.247,13,,22.87,3630,1960,a,18.2,18.20000076
2641,5191,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.562,0.055,0.213,0.135,0.504,0.155,0.306,0.016,0.003,0.949,0.012,0.007,0.13636364,0.36565655,0.34646463,0.15151516,13,5,0.296,0.148,0.134,,,0.302,10,,,,,a,17,14.3229998
2642,5192,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.691,0.038,0.34,0.118,0.511,0.282,0.148,0.854,0.017,0.122,0.013,0.002,0.3133133,0.2982983,0.26626626,0.122122124,18,8,0.313,,0.098,0.08,,0.275,8,,34.54,5280,2019,b,25.9,25.89999962
2643,5193,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.554,0.035,0.108,0.04,0.503,0.188,0.169,0.009,0.003,0.958,0.006,0.007,0.08974359,0.3500986,0.26035503,0.29980275,9,8,0.279,0.193,0.07,0.077,0.209,0.207,11,,13.78,2890,1439,a,9.2,12.02899993
2644,5194,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.339,0.056,0.24,0.097,0.469,0.193,0.219,0.034,0.089,0.856,0.004,0.009,0.21306533,0.4120603,0.30150753,0.073366836,9,13,0.358,0.314,0.156,0.078,0.081,0.336,12,,47.4,3979,5370,a,29.1,29.10000038
2645,5195,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.391,0.087,0.207,0.082,0.501,0.215,0.178,0.017,0.016,0.937,0.008,0.008,0.13393757,0.41893253,0.30513597,0.14199395,10,13,0.316,,0.133,0.096,,0.368,15,,35.12,3339,13180,b,17.6,17.60000038
2646,5197,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.331,0.098,0.224,0.055,0.506,0.234,0.147,0.007,0.005,0.981,0.001,0,0.22178218,0.4128713,0.24554455,0.11980198,14,12,0.37,0.331,0.147,0.157,,0.347,13,,37.06,5310,1599,b,26.3,25.37700004
2647,5200,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.41,0.106,0.301,0.054,0.52,0.245,0.167,0.012,0.47,0.499,0.006,0.01,0.21052632,0.43396226,0.22939424,0.12611718,14,14,0.388,0.213,0.149,0.116,0.062,0.371,12,10.43,26.83,2570,2759,b,29,29
2648,5202,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.316,0.101,0.406,0.109,0.517,0.296,0.103,0.135,0.014,0.101,0.767,0.013,0.26242545,0.33200794,0.29224652,0.11332008,14,8,0.358,0.151,0.138,0.076,0.131,0.229,10,15.4,35.42,1429,1209,a,35.1,35.6709997
2649,5203,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.428,0.046,0.265,0.103,0.508,0.249,0.173,0.066,0.02,0.762,0.103,0.004,0.13052209,0.3493976,0.33634537,0.18373494,13,12,0.296,0.202,0.137,0.079,0.116,0.308,10,3.5,24.35,2170,2290,a,18.5,18.5
2650,5205,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.436,0.065,0.179,0.066,0.494,0.216,0.154,0.138,0.086,0.737,0.008,0.015,0.14457831,0.3323293,0.29718876,0.22590362,10,9,0.291,0.257,0.107,0.095,0.199,0.258,11,0.85,15.26,2680,2129,b,16.3,16.29999924
2651,5208,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.503,0.026,0.139,0.085,0.49,0.183,0.287,0.011,0,0.974,0.007,0.003,0.11491936,0.37600806,0.3235887,0.18548387,10,16,0.316,0.157,0.116,0.089,0.182,0.285,10,,,2290,,a,10.5,10.5
2652,5211,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.517,0.059,0.125,0.049,0.492,0.209,0.19,0.02,0.005,0.969,0.001,0.015,0.091806516,0.43336624,0.3010859,0.17374136,10,13,0.308,0.189,0.093,0.067,0.257,0.236,11,,19.12,2820,1539,b,10.2,11.33899999
2653,5218,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.507,0.052,0.163,0.068,0.506,0.242,0.149,0.016,0.031,0.927,0.01,0,0.0939061,0.36763236,0.30769232,0.23076923,12,9,0.307,0.229,0.117,0.073,0.201,0.274,14,2.36,11.55,3220,2260,b,13.4,11.56400007
2654,5219,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.421,0.067,0.239,0.068,0.537,0.202,0.207,0.035,0.416,0.524,0.003,0.004,0.17234468,0.37274548,0.31763527,0.13727455,10,14,0.357,0.13,0.154,0.124,,0.323,12,8,16.6,4730,2170,a,22.6,23.50199989
2655,5222,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.54,0.038,0.169,0.053,0.498,0.218,0.179,0.018,0.019,0.926,0.009,0.008,0.13273454,0.38722554,0.28642714,0.19361277,13,14,0.31,0.19,0.093,0.081,,0.275,9,,,1789,4140,b,21,21
2656,5223,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.5,0.036,0.188,0.073,0.516,0.215,0.159,0.035,0.083,0.846,0.009,0.008,0.108761325,0.34038267,0.31520644,0.23564954,12,10,0.332,0.253,0.128,0.089,0.15,0.277,14,3,9.58,1550,1029,a,17.8,13.70299995
2657,5224,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.435,0.05,0.273,0.117,0.5,0.249,0.16,0.038,0.029,0.772,0.1,0,0.14574899,0.4048583,0.3006073,0.14878543,12,12,0.36,0.308,0.123,0.082,0.139,0.339,10,2.33,25.84,3409,2810,b,15.3,16.60900001
2658,5227,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.499,0.038,0.276,0.127,0.502,0.27,0.116,0.248,0.095,0.638,0.006,0.004,0.15399803,0.2882527,0.3455084,0.21224087,13,7,0.275,0.128,0.106,0.069,0.199,0.224,10,3.6,12.97,3710,2359,a,11.1,11.10000038
2659,5228,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Federal/State government-dependent,0.266,0.081,0.213,0.056,0.36,0.17,0.141,0.019,0.281,0.678,0.001,0.005,0.28599605,0.4398422,0.18836293,0.085798815,9,12,0.356,0.243,0.114,0.108,,0.332,14,,17.31,7730,,a,42.9,30.7520001
2660,5229,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.436,0.095,0.262,0.085,0.513,0.227,0.175,0.017,0.28,0.67,0.007,0.005,0.23410696,0.35116044,0.29162464,0.12310797,12,14,0.344,0.266,0.129,0.103,,0.273,13,,23.01,4500,1790,b,25.5,23.32100004
2661,5230,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Mining-dependent,0.49,0.046,0.114,0.067,0.487,0.221,0.174,0.019,0.013,0.939,0.024,0.005,0.09118541,0.29989868,0.39716312,0.21175279,12,10,0.302,0.156,0.085,0.083,0.188,0.26,10,,27.26,1710,1690,a,7.1,7.099999905
2662,5231,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.438,0.067,0.295,0.096,0.506,0.265,0.152,0.132,0.126,0.719,0.021,0.006,0.25,0.37151393,0.24302788,0.13545817,13,11,0.276,0.221,0.126,0.096,,0.308,13,5.8,19.5,4570,3739,a,20.7,20.44599986
2663,5237,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.447,0.048,0.393,0.202,0.507,0.205,0.244,0.542,0.003,0.441,0.018,0.015,0.21407335,0.29038653,0.24876115,0.246779,13,15,0.289,,0.118,0.095,0.186,0.288,10,,,,,a,22.4,20.88399984
2664,5238,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.565,0.048,0.084,0.026,0.503,0.186,0.13,0.052,0.039,0.866,0.002,0.04,0.06167846,0.2760364,0.2851365,0.37714863,8,6,0.237,0.135,0.082,0.069,0.176,0.172,10,0.1,7.59,2160,1779,a,6.6,6.599999905
2665,5239,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.505,0.057,0.211,0.05,0.488,0.25,0.164,0.19,0.044,0.771,0.013,0.002,0.14589666,0.4609929,0.25531915,0.13779129,14,13,0.28,,0.102,0.074,,0.258,12,,19.97,1900,13329,a,12.7,12.69999981
2666,5241,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.447,0.073,0.189,0.05,0.522,0.218,0.174,0.02,0.16,0.803,0.012,0.009,0.16416417,0.34434435,0.3043043,0.18718718,11,13,0.324,0.294,0.14,0.096,0.076,0.31,13,5.04,20.74,2610,1809,b,15.9,15.89999962
2667,5243,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.475,0.062,0.224,0.064,0.517,0.226,0.171,0.032,0.201,0.737,0.004,0.006,0.17570281,0.33835343,0.32128513,0.16465864,11,13,0.285,0.244,0.124,0.099,0.102,0.294,13,6.8,17.84,2689,1979,a,19.7,19.70000076
2668,5244,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.433,0.074,0.152,0.064,0.504,0.199,0.184,0.009,0.049,0.928,0.009,0.004,0.13047808,0.5059761,0.22609562,0.1374502,11,13,0.338,0.245,0.124,0.106,0.173,0.342,14,2.37,20.73,1840,2059,b,20.1,18.02699973
2669,5245,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.467,0.066,0.284,0.075,0.508,0.219,0.115,0.066,0.594,0.311,0.01,0.033,0.1513026,0.2264529,0.27054107,0.3517034,13,8,0.314,0.198,0.12,0.126,0.197,0.292,12,51.49,11.84,1730,1119,b,28.4,28.39999962
2670,5246,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.465,0.058,0.232,0.078,0.521,0.263,0.142,0.029,0.281,0.668,0.008,0.007,0.15904573,0.27833003,0.34791252,0.21471173,14,12,0.325,0.231,0.129,0.113,0.094,0.34,12,5.4,23.29,1669,1070,a,18.3,18.29999924
2671,5247,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.459,0.067,0.309,0.136,0.512,0.242,0.203,0.171,0,0.799,0.008,0,0.17117117,0.35135135,0.34634635,0.13113113,12,14,0.289,0.172,0.119,0.063,0.099,0.265,9,,,3399,2049,b,17.3,17.52399986
2672,5248,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.446,0.077,0.181,0.068,0.498,0.241,0.161,0.004,0.015,0.969,0.009,0.003,0.16434263,0.48007968,0.2370518,0.11852589,11,11,0.363,0.361,0.122,0.085,,0.35,13,,17.67,5609,2790,b,15.9,15.89999962
2673,5251,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.279,0.057,0.193,0.074,0.435,0.224,0.075,0.11,0.125,0.699,0.008,0.031,0.09746193,0.3147208,0.34416243,0.24365482,15,6,0.325,0.223,0.105,0.063,0.226,0.276,10,6.4,18.06,970,3800,a,16.8,16.79999924
2674,5253,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.36,0.088,0.254,0.046,0.53,0.282,0.148,0.017,0.629,0.355,0.003,0.003,0.25074628,0.31044775,0.32935324,0.10945274,16,13,0.387,0.242,0.159,0.142,0.138,0.377,12,29.95,33.31,3000,3060,b,35.8,35.15700027
2675,5255,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.618,0.029,0.182,0.088,0.494,0.215,0.271,0.013,0.005,0.974,0,0.011,0.067,0.455,0.312,0.166,10,17,0.335,0.083,0.122,0.121,0.116,0.33,9,,,930,1360,b,11.6,12.49899992
2676,5256,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.376,0.084,0.289,0.084,0.51,0.287,0.083,0.121,0.335,0.415,0.1,0.013,0.15254237,0.27318045,0.38185444,0.19242273,18,6,0.332,0.211,0.11,0.099,0.106,0.294,12,7.72,30.2,10270,16420,b,19.3,19.29999924
2677,5257,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.46,0.063,0.234,0.06,0.513,0.229,0.151,0.025,0.11,0.871,0.01,0.006,0.17111771,0.38872403,0.28387734,0.1562809,12,11,0.354,0.211,0.12,0.075,,0.293,14,8.44,24.03,3679,4280,b,20.9,16.86299998
2678,5258,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.439,0.06,0.191,0.06,0.51,0.238,0.145,0.027,0.019,0.932,0.005,0,0.18719211,0.46995074,0.23448277,0.10837439,11,10,0.315,0.236,0.114,0.076,,0.33,14,,22.48,3809,1909,a,17.9,17.3380001
2679,5260,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.428,0.047,0.237,0.091,0.469,0.19,0.19,0.038,0.341,0.603,0,0,0.25745526,0.34393638,0.27733597,0.12127236,10,11,0.312,0.213,0.13,0.103,,0.309,12,,38.87,4169,4189,a,20.1,20.10000038
2680,5261,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.494,0.043,0.171,0.058,0.503,0.246,0.182,0.016,0.009,0.965,0.003,0,0.112549804,0.49800795,0.26593626,0.12350597,13,12,0.337,0.18,0.121,0.053,0.109,0.346,13,,21.35,3740,2099,a,10.6,10.60000038
2681,5262,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.483,0.045,0.176,0.063,0.487,0.225,0.163,0.074,0.025,0.857,0.003,0.005,0.11581068,0.28700906,0.4018127,0.19536757,11,12,0.321,0.2,0.118,0.075,0.129,0.245,10,1.46,19.43,2169,1789,b,16.1,16.10000038
2682,5266,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.501,0.057,0.11,0.034,0.514,0.196,0.163,0.099,0.063,0.761,0.017,0.043,0.08231708,0.32012194,0.28252032,0.31504065,10,9,0.259,0.184,0.077,0.071,0.196,0.206,10,2.7,9.32,1519,1590,a,10.6,10.60000038
2683,5270,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.541,0.04,0.132,0.069,0.509,0.248,0.207,0.041,0.003,0.915,0.013,0.005,0.14514515,0.35935935,0.3123123,0.18318318,13,11,0.284,,0.091,0.067,,0.222,13,,25.48,3089,1860,a,10.2,10.19999981
2684,5277,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.41,0.076,0.264,0.084,0.517,0.225,0.18,0.028,0.39,0.573,0.004,0.01,0.26873127,0.3846154,0.24975026,0.0969031,12,13,0.335,0.198,0.127,0.111,,0.307,13,7.3,26.07,7069,3029,a,22.1,24.47200015
2685,5279,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Recreation,0.385,0.076,0.259,0.092,0.5,0.187,0.257,0.027,0.004,0.947,0,0,0.116582915,0.2964824,0.3758794,0.21105528,8,14,0.265,0.216,0.119,0.065,,0.294,13,,22.38,1779,2110,b,19.3,18.09299978
2686,5281,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.509,0.021,0.107,0.054,0.493,0.232,0.163,0.022,0,0.962,0.004,0,0.072336264,0.29521015,0.3714565,0.26099706,12,10,0.291,0.142,0.083,0.056,0.217,0.257,10,,14.42,2130,1530,a,7.3,7.300000191
2687,5282,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.392,0.07,0.257,0.053,0.507,0.193,0.169,0.014,0.004,0.964,0.003,0.011,0.16983017,0.48051947,0.18681319,0.16283716,11,11,0.318,0.209,0.127,0.066,,0.359,13,,19.31,2849,1870,b,20.1,20.10000038
2688,5283,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.507,0.05,0.204,0.144,0.49,0.288,0.166,0.041,0.002,0.932,0.001,0.009,0.18849206,0.43055555,0.2609127,0.12003969,16,9,0.327,0.215,0.09,0.047,0.274,0.192,12,,21.08,2660,2640,a,13,13
2689,5285,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.498,0.056,0.17,0.051,0.516,0.215,0.156,0.022,0.138,0.789,0.01,0.03,0.09227683,0.32597792,0.28184554,0.2998997,11,11,0.282,0.187,0.097,0.09,0.182,0.237,14,5.7,7.3,1700,1059,a,14.7,14.69999981
