row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,poverty_rate
4817,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.533,0.065,0.12,0.025,0.508,0.22,0.149,0.156,0.117,0.671,0.003,0.034,0.111334002,0.296890672,0.250752257,0.341023069,10,9,0.272,0.165,0.096,0.081,0.194,0.254,10,2.95,8.79,1510,1099,b,12.4
4819,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.54,0.028,0.133,0.079,0.483,0.237,0.196,0.044,0.004,0.941,0,0,0.049049049,0.349349349,0.406406406,0.195195195,10,8,0.317,,0.092,,0.187,0.258,12,,,,2019,a,9.6
4822,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.449,0.078,0.149,0.046,0.53,0.209,0.132,0.019,0.07,0.876,0,0.012,0.180612245,0.191836735,0.429591837,0.197959184,14,8,0.287,,0.1,0.081,,0.235,13,,,1030,250,b,21.6
4823,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.481,0.053,0.208,0.076,0.499,0.227,0.154,0.051,0.012,0.885,0.011,0.019,0.093655589,0.286002014,0.335347432,0.284994965,15,10,0.367,0.214,0.101,0.079,0.16,0.256,8,,14.72,1960,1449,a,19.3
4826,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.431,0.091,0.274,0.076,0.509,0.254,0.152,0.041,0.32,0.612,0,0.017,0.215863454,0.357429719,0.262048193,0.164658635,13,11,0.329,0.197,0.127,0.143,,0.285,13,5.71,19.63,3610,2129,b,27.4
4827,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.565,0.04,0.142,0.071,0.526,0.205,0.231,0.012,0.01,0.984,0,0.009,0.104040404,0.416161616,0.335353535,0.144444444,13,11,0.327,0.237,0.115,0.073,0.168,0.244,10,,,5870,2950,a,10
4828,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.378,0.094,0.246,0.077,0.496,0.278,0.109,0.273,0.031,0.567,0.032,0.076,0.189054726,0.256716418,0.411940299,0.142288557,16,8,0.271,0.169,0.083,0.061,0.196,0.191,9,4.2,15.97,3330,4859,a,22.4
4829,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.514,0.039,0.116,0.057,0.505,0.238,0.158,0.019,0.004,0.953,0.004,0.008,0.046580773,0.319127849,0.378592666,0.255698712,12,10,0.317,0.178,0.096,0.059,0.189,0.288,9,,20.54,3169,3140,b,6.7
4833,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.496,0.041,0.245,0.11,0.5,0.26,0.145,0.1,0.004,0.883,0.007,0.006,0.159045726,0.403578529,0.293240557,0.144135189,13,10,0.34,0.269,0.118,0.073,0.159,0.251,13,,15.63,3959,2969,a,9.3
4834,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.428,0.064,0.244,0.072,0.51,0.239,0.158,0.014,0.017,0.966,0,0.008,0.220907298,0.385601578,0.266272189,0.127218935,13,11,0.348,0.291,0.123,0.091,0.073,0.337,13,,39.74,3619,1609,a,20.3
4835,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.499,0.054,0.193,0.084,0.492,0.267,0.124,0.025,0.029,0.927,0.006,0.002,0.142857143,0.429549902,0.276908024,0.150684932,13,8,0.354,0.339,0.132,0.067,0.176,0.262,11,3.3,19.11,6729,8889,a,10.9
4837,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.452,0.106,0.131,0.055,0.494,0.148,0.265,0.002,0,0.972,0.002,0,0.067336683,0.365829146,0.365829146,0.201005025,7,16,0.297,0.198,0.115,,0.302,0.227,11,,,3010,1960,b,14.3
4838,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.43,0.041,0.269,0.099,0.499,0.266,0.136,0.23,0.082,0.645,0.021,0.018,0.16751269,0.27106599,0.359390863,0.202030457,16,9,0.347,0.233,0.117,0.098,0.081,0.351,10,,18.51,2600,1870,a,17.2
4840,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.5,0.025,0.174,0.077,0.514,0.233,0.237,0.008,0.009,0.963,0.013,0.003,0.121,0.329,0.281,0.269,16,16,0.313,0.095,0.093,0.042,0.192,0.294,12,,,2379,890,a,12.6
4845,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Mining-dependent,0.397,0.095,0.238,0.104,0.517,0.247,0.164,0.022,0.384,0.566,0.003,0,0.186559679,0.513540622,0.228686058,0.071213641,13,13,0.324,,0.134,0.123,,0.279,13,,31.21,9699,9439,b,23.5
4846,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.601,0.073,0.124,0.077,0.503,0.228,0.198,0.035,0.007,0.935,0.008,0.001,0.114398422,0.373767258,0.325443787,0.186390533,12,8,0.273,,0.088,0.074,0.242,0.24,11,,,4710,9439,a,9.1
4847,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,1,0.017,0.268,0.196,0.48,0.171,0.258,0.369,0.006,0.604,0.009,0.014,0.227911647,0.298192771,0.323293173,0.15060241,9,10,0.3,,0.108,,,0.305,8,,,,,b,9
4850,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.482,0.035,0.3,0.132,0.492,0.314,0.125,0.25,0,0.731,0.021,0.014,0.204747775,0.269040554,0.347181009,0.179030663,16,7,0.304,0.142,0.104,0.071,0.106,0.24,10,,27.74,1680,1440,b,15.4
4852,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.471,0.055,0.154,0.045,0.492,0.26,0.124,0.181,0.091,0.67,0.016,0.024,0.108651912,0.289738431,0.307847083,0.293762576,13,7,0.233,0.21,0.1,0.069,0.203,0.241,11,1.79,10.86,1580,1429,b,13.5
4853,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.4,0.088,0.185,0.076,0.465,0.164,0.217,0.105,0.03,0.816,0.024,0.005,0.092092092,0.295295295,0.404404404,0.208208208,9,13,0.226,0.182,0.081,0.062,0.263,0.201,10,,20.82,1050,1049,b,14.4
4855,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.467,0.067,0.137,0.045,0.503,0.194,0.18,0.028,0.003,0.932,0.007,0.002,0.122736419,0.381287726,0.304828974,0.191146881,9,9,0.289,0.257,0.09,0.079,0.116,0.247,11,,9.61,3709,4070,b,16.5
4858,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.511,0.051,0.204,0.084,0.513,0.221,0.163,0.035,0.067,0.883,0.009,0.015,0.194752775,0.420787084,0.234106963,0.150353179,12,10,0.324,0.21,0.139,0.066,,0.331,13,,37.26,2439,2359,b,18.8
4860,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.563,0.036,0.117,0.055,0.512,0.245,0.124,0.022,0.039,0.887,0.003,0.026,0.053159478,0.262788365,0.322968907,0.36108325,12,7,0.308,0.165,0.074,0.071,0.221,0.243,12,0.83,8.33,1939,2120,b,7.4
4861,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.523,0.049,0.204,0.089,0.507,0.262,0.142,0.246,0.028,0.701,0.019,0.015,0.174509804,0.32745098,0.311764706,0.18627451,16,9,0.311,0.169,0.09,0.065,0.186,0.265,11,1.8,11.63,1290,1629,a,13.4
4863,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.352,0.053,0.277,0.094,0.502,0.368,0.071,0.036,0.002,0.233,0.72,0,0.139581256,0.406779661,0.317048853,0.136590229,11,7,0.444,0.338,0.147,0.071,0.223,0.297,10,,,,,a,46.3
4864,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.492,0.039,0.242,0.072,0.508,0.278,0.133,0.155,0.02,0.754,0.009,0.037,0.128937008,0.304133858,0.266732284,0.30019685,14,7,0.272,0.169,0.096,0.078,0.149,0.246,11,2.2,14.32,2320,1780,a,9.8
4867,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.542,0.045,0.161,0.095,0.507,0.219,0.228,0.026,0.003,0.923,0.046,0.008,0.11641791,0.280597015,0.373134328,0.229850746,14,17,0.298,0.153,0.105,,0.233,0.281,10,,,800,,a,11.4
4869,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Mining-dependent,0.504,0.042,0.351,0.189,0.504,0.274,0.149,0.629,0,0.356,0.014,0.007,0.298,0.261,0.313,0.128,16,8,0.293,,0.102,0.072,,0.287,11,,,3789,3719,b,13.1
4870,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.456,0.064,0.162,0.053,0.503,0.208,0.186,0.003,0.009,0.957,0.001,0.013,0.127872128,0.412587413,0.311688312,0.147852148,9,10,0.333,0.26,0.125,0.084,0.166,0.271,10,1.7,18.62,5169,1360,a,19.8
4872,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.446,0.07,0.237,0.075,0.518,0.223,0.163,0.019,0.042,0.911,0,0.007,0.18011811,0.405511811,0.252952756,0.161417323,14,11,0.321,0.227,0.142,0.079,0.121,0.274,13,6.53,21.56,3670,1230,b,26.5
4878,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.599,0.041,0.115,0.072,0.499,0.23,0.24,0.032,0,0.949,0.002,0.007,0.107462687,0.366169154,0.344278607,0.182089552,9,10,0.33,,0.1,0.061,,0.233,13,,26.17,2839,8569,a,7.5
4881,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Farm-dependent,0.471,0.081,0.175,0.056,0.496,0.209,0.224,0.012,0,0.978,0.005,0.004,0.09127789,0.430020284,0.324543611,0.154158215,11,10,0.288,,0.093,0.082,,0.339,12,,,5099,2520,b,11.9
4885,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.425,0.072,0.256,0.064,0.502,0.243,0.143,0.033,0.046,0.895,0.006,0,0.165839126,0.376365442,0.260178749,0.197616683,13,11,0.338,0.181,0.111,0.086,0.1,0.277,12,2.68,24.96,3140,2050,b,19
4888,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.53,0.057,0.156,0.05,0.501,0.222,0.138,0.151,0.193,0.529,0.01,0.103,0.126843658,0.255653884,0.228121927,0.389380531,11,8,0.23,0.127,0.098,0.095,0.157,0.226,11,6.1,6.43,1320,959,a,11.5
4889,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.341,0.08,0.207,0.077,0.407,0.164,0.15,0.021,0.571,0.38,0.004,0,0.295387635,0.400392542,0.206084397,0.098135427,8,10,0.377,,0.128,0.116,,0.291,12,,25.94,7289,4019,b,23.8
4895,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.459,0.06,0.165,0.065,0.489,0.188,0.178,0.009,0.04,0.934,0,0.006,0.097902098,0.446553447,0.306693307,0.148851149,10,12,0.31,0.217,0.134,0.081,0.227,0.342,14,1.7,11.4,2670,2169,a,14.3
4898,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Recreation,0.32,0.054,0.383,0.214,0.508,0.179,0.282,0.268,0,0.686,0.019,0.005,0.186440678,0.282153539,0.3110668,0.220338983,11,9,0.285,,0.138,0.086,,0.276,9,,43.12,1670,,a,19.2
4901,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.474,0.054,0.178,0.058,0.496,0.208,0.18,0.013,0.03,0.944,0.002,0,0.12386707,0.466263847,0.266868077,0.143001007,10,12,0.331,0.22,0.112,0.076,0.15,0.319,14,3.7,14,4410,1739,a,14.2
4902,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.51,0.041,0.115,0.028,0.499,0.215,0.143,0.129,0.028,0.815,0,0.021,0.077457795,0.269116187,0.269116187,0.384309831,9,7,0.283,0.098,0.086,0.086,0.235,0.222,11,0.3,8.61,1840,1809,a,5.7
4904,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Recreation,0.477,0.048,0.224,0.099,0.505,0.231,0.161,0.043,0,0.919,0.011,0,0.078528827,0.284294235,0.403578529,0.23359841,12,9,0.235,0.206,0.087,0.073,0.153,0.174,11,1.28,11.19,1510,1480,b,13.5
4905,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Federal/State government-dependent,0.484,0.062,0.261,0.095,0.494,0.241,0.193,0.563,0.001,0.412,0.009,0.016,0.231527094,0.311330049,0.315270936,0.141871921,12,9,0.264,,0.092,0.069,,0.242,10,,,659,,a,25.4
4906,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.386,0.07,0.495,0.147,0.522,0.318,0.116,0.878,0.004,0.102,0.002,0.011,0.358134921,0.241071429,0.243055556,0.157738095,17,6,0.279,0.141,0.093,0.086,0.177,0.223,9,1.4,8.69,3790,2099,a,32.8
4911,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.439,0.058,0.257,0.098,0.498,0.237,0.185,0.019,0.021,0.94,0.001,0,0.246548324,0.421104537,0.184418146,0.147928994,12,14,0.354,0.245,0.132,0.092,,0.315,14,,32.25,1819,2179,b,26.3
4915,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Manufacturing-dependent,0.32,0.122,0.225,0.037,0.523,0.228,0.167,0.019,0.431,0.536,0.017,0.013,0.195121951,0.442073171,0.237804878,0.125,12,12,0.352,0.135,0.151,0.118,0.089,0.305,13,6.5,29.09,3600,2090,a,21.7
4916,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.453,0.063,0.264,0.107,0.5,0.22,0.174,0.034,0.162,0.766,0,0.009,0.209163347,0.360557769,0.259960159,0.170318725,11,10,0.295,0.244,0.124,0.081,,0.261,13,,24.49,14539,7300,a,16.6
4917,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.426,0.057,0.348,0.162,0.49,0.268,0.118,0.477,0.071,0.432,0.018,0.011,0.218655968,0.364092277,0.269809428,0.147442327,12,9,0.322,,0.088,0.088,,0.244,8,,26.19,3499,3199,b,17.5
4918,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.491,0.047,0.21,0.084,0.511,0.197,0.191,0.032,0.089,0.875,0.005,0.007,0.162,0.32,0.316,0.202,9,11,0.289,0.221,0.13,0.086,0.09,0.255,13,2.71,20.45,5259,2250,b,15.8
4919,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.468,0.056,0.244,0.076,0.497,0.21,0.177,0.055,0.049,0.884,0.013,0.009,0.17839445,0.372646184,0.311199207,0.137760159,10,11,0.315,0.23,0.14,0.082,0.072,0.3,13,4.5,16.57,3449,2809,a,18.3
4924,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.35,0.08,0.259,0.073,0.476,0.213,0.154,0.029,0.636,0.337,0,0.007,0.245579568,0.393909627,0.252455796,0.10805501,10,11,0.384,0.168,0.137,0.144,0.123,0.329,12,15.18,37.31,10310,9479,b,27.4
4926,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.542,0.037,0.185,0.055,0.506,0.175,0.173,0.02,0.01,0.921,0.004,0.029,0.078921079,0.281718282,0.258741259,0.380619381,9,9,0.256,0.169,0.091,0.077,0.178,0.196,10,0.63,11.25,1449,519,b,10.9
4927,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.454,0.048,0.142,0.062,0.492,0.174,0.201,0.034,0.027,0.926,0.005,0.005,0.109561753,0.34063745,0.305776892,0.244023904,8,10,0.269,0.13,0.108,0.083,0.182,0.247,11,,14.53,2980,2429,a,12.5
4928,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.4,0.064,0.278,0.058,0.504,0.245,0.149,0.148,0.015,0.806,0.017,0,0.276171486,0.352941177,0.259222333,0.111665005,11,11,0.321,0.173,0.137,0.089,0.107,0.293,13,3.3,20.5,4169,2449,a,20.4
4929,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.383,0.09,0.264,0.094,0.519,0.247,0.149,0.029,0.363,0.582,0.007,0.011,0.190380762,0.329659319,0.29258517,0.18737475,14,11,0.333,0.224,0.145,0.114,0.134,0.268,12,5.83,17.15,2530,1239,b,23.5
4933,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.396,0.089,0.274,0.082,0.517,0.238,0.154,0.032,0.539,0.421,0,0.008,0.261341223,0.408284024,0.218934911,0.111439842,13,14,0.378,0.148,0.137,0.131,,0.276,13,8.5,21.08,4080,2339,a,28
4935,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.412,0.085,0.248,0.071,0.524,0.237,0.153,0.027,0.387,0.568,0.009,0.011,0.195564516,0.409274194,0.278225807,0.116935484,12,10,0.376,0.286,0.13,0.133,0.106,0.31,10,8.14,24.51,9049,4460,b,23.9
4937,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.428,0.046,0.334,0.173,0.506,0.244,0.202,0.146,0.02,0.681,0.098,0,0.198595787,0.356068205,0.30892678,0.136409228,11,13,0.338,0.203,0.137,0.073,,0.348,10,,30.16,8139,2669,b,17.9
4940,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.489,0.042,0.186,0.067,0.508,0.229,0.17,0.016,0.012,0.952,0.004,0.003,0.139,0.474,0.244,0.143,12,11,0.328,0.217,0.095,0.087,0.115,0.298,14,,11.74,3020,2009,b,13.5
4942,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Federal/State government-dependent,0.428,0.07,0.214,0.074,0.505,0.221,0.142,0.039,0.372,0.561,0.002,0,0.167676768,0.297979798,0.343434343,0.190909091,13,10,0.337,0.344,0.129,0.105,0.147,0.288,12,6.18,11,2889,1839,b,18.3
4944,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Farm-dependent,0.527,0.059,0.198,0.1,0.51,0.23,0.205,0.019,0.021,0.949,0.005,0,0.117063492,0.494047619,0.220238095,0.168650794,10,12,0.306,0.211,0.122,0.085,,0.277,9,,25.85,2280,3019,a,16
4948,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.483,0.068,0.204,0.066,0.526,0.152,0.087,0.029,0.079,0.844,0,0.012,0.105788423,0.225548902,0.319361277,0.349301397,8,6,0.29,,0.071,0.084,,0.22,13,,,1969,1259,b,32.2
4949,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.495,0.089,0.219,0.067,0.502,0.202,0.192,0.005,0.013,0.953,0,0.005,0.223880597,0.433830846,0.213930348,0.128358209,11,12,0.311,0.269,0.111,0.057,0.142,0.257,13,,17.88,6019,1990,b,17.7
4950,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Recreation,0.469,0.052,0.166,0.047,0.508,0.196,0.185,0.014,0.005,0.968,0.011,0.002,0.091269841,0.454365079,0.276785714,0.177579365,9,11,0.312,0.232,0.096,0.061,0.159,0.233,11,3.1,18.29,2860,1589,a,17.3
4951,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.345,0.057,0.194,0.057,0.383,0.168,0.149,0.033,0.607,0.379,0.002,0.014,0.238850347,0.426164519,0.25074331,0.084241824,11,10,0.336,0.185,0.137,0.12,,0.282,12,,20.21,11880,1689,a,29.4
4952,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.481,0.102,0.251,0.107,0.478,0.185,0.216,0.81,0.001,0.184,0.034,0.007,0.164285714,0.354081633,0.342857143,0.13877551,10,9,0.235,0.167,0.102,0.101,0.131,0.225,10,,,4700,,a,23.7
4954,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.393,0.076,0.143,0.048,0.492,0.259,0.124,0.053,0.044,0.846,0.007,0.015,0.110778443,0.332335329,0.343313373,0.213572854,18,7,0.291,0.268,0.08,0.076,0.201,0.262,12,1.76,10.9,1359,2560,b,14.6
4955,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.343,0.114,0.302,0.116,0.456,0.208,0.142,0.032,0.601,0.333,0.01,0.009,0.281092012,0.381193124,0.259858443,0.077856421,8,11,0.34,0.348,0.143,0.135,,0.267,13,,22.68,8100,,b,33.7
4959,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.445,0.049,0.212,0.083,0.474,0.214,0.143,0.019,0.021,0.897,0.007,0.03,0.13306852,0.331678252,0.256206554,0.279046673,12,10,0.312,0.266,0.113,0.078,0.152,0.275,10,4,20.18,2350,949,a,19
4960,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.548,0.064,0.271,0.075,0.504,0.211,0.105,0.421,0.118,0.303,0.01,0.147,0.168986084,0.260437376,0.191848907,0.378727634,15,6,0.24,0.172,0.079,0.074,0.169,0.261,11,5.74,4.93,1769,1879,b,17.9
4962,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.422,0.054,0.343,0.127,0.483,0.23,0.142,0.145,0.446,0.394,0.013,0.009,0.217305801,0.369714848,0.264503442,0.14847591,13,10,0.392,0.255,0.129,0.104,0.195,0.259,13,17,39.64,2660,3689,a,23.1
4965,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.486,0.073,0.17,0.043,0.505,0.226,0.153,0.025,0.006,0.954,0.009,0,0.08805668,0.37145749,0.384615385,0.155870445,10,11,0.344,0.212,0.105,0.077,0.188,0.248,12,,13.49,2330,2579,b,15.8
4966,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.394,0.084,0.222,0.057,0.506,0.195,0.189,0.004,0,0.993,0,0,0.138339921,0.493083004,0.263833992,0.104743083,10,13,0.35,0.293,0.142,0.073,0.178,0.358,13,,17.24,9100,1820,b,15.1
4967,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.458,0.056,0.243,0.095,0.497,0.239,0.117,0.07,0.24,0.635,0.005,0.02,0.120603015,0.308542714,0.346733668,0.224120603,14,7,0.372,0.227,0.131,0.077,0.163,0.261,12,6.2,19.13,3730,3210,a,13.1
4970,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.394,0.097,0.22,0.067,0.495,0.227,0.2,0.027,0,0.873,0.064,0.015,0.098677518,0.341810783,0.400813835,0.158697864,11,11,0.292,0.22,0.096,0.05,0.183,0.222,11,4.3,17.17,1879,1550,a,20
4971,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.465,0.04,0.418,0.204,0.518,0.255,0.164,0.731,0.008,0.227,0.028,0.013,0.369261477,0.334331337,0.191616767,0.104790419,14,4,0.294,,0.101,0.095,,0.263,11,,,,,a,23.5
